date,rx,tx,duration,fault,ts-user-service_cpu,ts-user-service_memory
2024-03-16 13:23:32,12159.666666666666,9782.333333333334,0.0,1,1.394060334754098,651636736
2024-03-16 13:23:43,9719.333333333334,9105.333333333334,0.0,1,1.394060334754098,651636736
2024-03-16 13:23:54,386.6666666666667,2030.6666666666667,75.0,1,1.394060334754098,651636736
2024-03-16 13:24:06,0.0,0.0,75.0,1,1.394060334754098,651636736
2024-03-16 13:24:17,270.3333333333333,1109.6666666666667,75.0,1,37.417408941096994,664838144
2024-03-16 13:24:28,6485.333333333333,5203.333333333333,40.78124999999994,1,37.417408941096994,664838144
2024-03-16 13:24:39,3420.6666666666665,3617.6666666666665,40.78124999999994,1,37.417408941096994,664838144
2024-03-16 13:24:50,195.0,204.33333333333331,40.78124999999994,1,37.417408941096994,664838144
2024-03-16 13:25:01,3111.333333333333,2467.333333333333,27.03124999999993,1,37.417408941096994,664838144
2024-03-16 13:25:12,9569.0,8124.333333333333,27.03124999999993,1,61.75988670363552,664838144
2024-03-16 13:25:23,10671.666666666666,62555.66666666666,24.90625,1,64.55516118322244,708927488
2024-03-16 13:25:34,10707.0,10381.666666666666,24.90625,1,64.55516118322244,708927488
2024-03-16 13:25:45,14201.0,11378.0,24.90625,1,64.55516118322244,708927488
2024-03-16 13:25:56,6689.333333333333,5339.333333333333,24.75378787878788,1,64.55516118322244,708927488
2024-03-16 13:26:07,8121.666666666667,6940.666666666667,24.75378787878788,1,64.55516118322244,708927488
2024-03-16 13:26:18,5112.333333333333,5816.0,24.75378787878788,1,44.25917621928345,690962432
2024-03-16 13:26:29,7987.333333333333,6835.666666666667,24.65965092402464,1,44.25917621928345,690962432
2024-03-16 13:26:40,11897.0,9543.666666666666,24.65965092402464,1,44.25917621928345,690962432
2024-03-16 13:26:51,12727.666666666666,64968.0,24.60372340425532,1,44.25917621928345,690962432
2024-03-16 13:27:03,6690.333333333333,6301.666666666667,24.60372340425532,1,17.691444444444453,690962432
2024-03-16 13:27:14,12859.0,10735.666666666666,24.60372340425532,1,17.691444444444453,690962432
2024-03-16 13:27:25,15273.0,12291.333333333334,24.56026438569207,1,29.06900621461641,692854784
2024-03-16 13:27:36,12673.666666666666,10042.666666666666,24.56026438569207,1,29.06900621461641,692854784
2024-03-16 13:27:47,8990.0,7690.333333333333,24.56026438569207,1,29.06900621461641,692854784
2024-03-16 13:27:58,8261.0,7900.666666666667,24.522169167803547,1,29.06900621461641,692854784
2024-03-16 13:28:09,11170.666666666666,9841.333333333334,24.522169167803547,1,22.83749950183699,692854784
2024-03-16 13:28:20,12588.333333333334,10155.333333333334,24.522169167803547,1,24.63038090711572,693710848
2024-03-16 13:28:31,11797.0,9456.0,24.496296296296293,1,24.63038090711572,693710848
2024-03-16 13:28:42,9769.666666666666,8677.0,24.496296296296293,1,24.63038090711572,693710848
2024-03-16 13:28:53,17725.666666666668,68909.33333333333,24.47093023255814,1,24.63038090711572,693710848
