date,rx,tx,duration,fault,ts-station-service_cpu,ts-station-service_memory
2024-03-16 13:29:04,158835.66666666666,172818.66666666666,24.318512325266795,1,110.88471405249928,646500352
2024-03-16 13:29:16,138115.66666666666,158390.66666666666,24.318512325266795,1,110.8847140524993,646500352
2024-03-16 13:29:27,101535.33333333331,232462.3333333333,24.311861201962387,1,110.8847140524993,646500352
2024-03-16 13:29:38,188478.0,210463.3333333333,24.311861201962387,1,110.8847140524993,646500352
2024-03-16 13:29:49,183708.0,201305.0,24.311861201962387,1,62.50260000000007,646500352
2024-03-16 13:30:00,131242.66666666666,141917.0,24.30727781997721,1,117.7587680168936,606412800
2024-03-16 13:30:11,163071.0,181462.66666666663,24.30727781997721,1,117.7587680168936,606412800
2024-03-16 13:30:22,101468.66666666669,103767.66666666669,24.30727781997721,1,117.7587680168936,606412800
2024-03-16 13:30:33,142891.33333333334,159057.0,24.302864898356592,1,117.7587680168936,606412800
2024-03-16 13:30:44,147864.66666666666,165422.0,24.302864898356592,1,117.7587680168936,606412800
2024-03-16 13:30:55,145376.33333333334,162715.33333333334,24.302864898356592,1,122.17034062547933,606412800
2024-03-16 13:31:06,145775.33333333334,146787.0,24.298940415577263,1,113.00632750635002,572502016
2024-03-16 13:31:17,146386.33333333334,152919.33333333334,24.298940415577263,1,113.00632750635,572502016
2024-03-16 13:31:28,122583.0,246110.66666666663,24.295600747042958,1,113.00632750635002,572502016
2024-03-16 13:31:39,85735.33333333333,88906.66666666667,24.295600747042958,1,113.00632750635,572502016
2024-03-16 13:31:50,134818.33333333334,139979.33333333334,24.295600747042958,1,102.42919905373454,572502016
2024-03-16 13:32:01,160127.0,170710.0,24.2928986823056,1,99.25293455977072,551956480
2024-03-16 13:32:12,235651.66666666663,252281.3333333333,24.2928986823056,1,99.2529345597707,551956480
2024-03-16 13:32:23,86534.66666666667,92762.66666666669,24.2928986823056,1,99.2529345597707,551956480
2024-03-16 13:32:34,198840.0,206104.66666666663,24.290644778481013,1,99.2529345597707,551956480
2024-03-16 13:32:45,196423.3333333333,215300.3333333333,24.290644778481013,1,80.79492146020934,551956480
2024-03-16 13:32:56,170821.0,309351.0,24.2883226147476,1,50.8510777777777,551956480
2024-03-16 13:33:07,135183.33333333334,144883.33333333334,24.2883226147476,1,102.2391242976441,532623360
2024-03-16 13:33:18,337848.3333333333,337397.3333333333,24.2883226147476,0,102.2391242976441,532623360
2024-03-16 13:33:29,176488.33333333334,182639.0,24.246120911666235,0,102.2391242976441,532623360
2024-03-16 13:33:41,188158.3333333333,190243.66666666663,24.246120911666235,0,102.2391242976441,532623360
2024-03-16 13:33:52,313681.6666666667,324197.3333333333,24.246120911666235,0,80.61569150747611,532623360
2024-03-16 13:34:03,282120.3333333333,288679.3333333333,24.189384509732385,0,130.39463980796342,515813376
2024-03-16 13:34:14,108830.0,108030.33333333331,24.189384509732385,0,130.39463980796342,515813376
2024-03-16 13:34:25,93079.0,98035.0,24.189384509732385,0,130.39463980796342,515813376
2024-03-16 13:34:36,149511.66666666666,146494.33333333334,24.136285597785264,0,130.39463980796342,515813376
2024-03-16 13:34:47,150067.0,151819.0,24.136285597785264,0,153.858090965606,515813376
2024-03-16 13:34:58,153836.33333333334,278869.3333333333,24.078199433500707,0,156.0087949160519,509534208
2024-03-16 13:35:09,147321.33333333334,156545.0,24.078199433500707,0,156.0087949160519,509534208
2024-03-16 13:35:20,121096.33333333331,121640.0,24.078199433500707,0,156.0087949160519,509534208
2024-03-16 13:35:31,259058.0,266221.3333333333,24.035760267799663,0,156.0087949160519,509534208
2024-03-16 13:35:42,165257.33333333334,168828.33333333334,24.035760267799663,0,156.0087949160519,509534208
2024-03-16 13:35:53,201217.0,205669.3333333333,24.035760267799663,0,157.89277776960105,509534208
2024-03-16 13:36:04,54500.66666666666,55871.0,23.978852838933957,0,150.0548173773271,505356288
2024-03-16 13:36:15,92312.66666666669,89718.33333333333,23.978852838933957,0,150.0548173773271,505356288
2024-03-16 13:36:26,117932.33333333331,233639.0,23.93442482243632,0,150.0548173773271,505356288
2024-03-16 13:36:37,180875.3333333333,181533.0,23.93442482243632,0,150.0548173773271,505356288
2024-03-16 13:36:48,258408.3333333333,270796.6666666667,23.93442482243632,0,71.65795555555565,505356288
2024-03-16 13:36:59,160688.0,167418.0,23.88752038451635,0,136.7131971540052,499085312
2024-03-16 13:37:10,137717.0,140294.66666666666,23.88752038451635,0,136.7131971540052,499085312
2024-03-16 13:37:21,175203.0,179770.33333333334,23.88752038451635,0,136.7131971540052,499085312
2024-03-16 13:37:32,57927.333333333336,60768.333333333336,23.84876086256839,0,136.7131971540052,499085312
2024-03-16 13:37:43,177168.0,179498.66666666666,23.84876086256839,0,111.15257627221852,499085312
2024-03-16 13:37:54,167401.66666666666,165654.0,23.84876086256839,0,104.61302530654976,499085312
2024-03-16 13:38:06,192524.3333333333,190910.3333333333,23.80394575922072,0,129.0220269185151,493010944
2024-03-16 13:38:17,152551.0,151521.66666666666,23.80394575922072,0,129.0220269185151,493010944
2024-03-16 13:38:28,144358.66666666666,265463.3333333333,23.764101958933207,0,129.0220269185151,493010944
2024-03-16 13:38:39,163372.66666666666,164447.0,23.764101958933207,0,129.0220269185151,493010944
2024-03-16 13:38:50,80394.66666666667,83895.0,23.764101958933207,0,123.681836773648,493010944
2024-03-16 13:39:01,164617.33333333334,170769.33333333334,23.72596391100049,0,121.59752067545584,486772736
2024-03-16 13:39:12,23077.33333333333,20910.33333333333,23.72596391100049,0,121.59752067545584,486772736
2024-03-16 13:39:23,142955.33333333334,147635.66666666666,23.72596391100049,0,121.59752067545584,486772736
2024-03-16 13:39:34,127302.33333333331,130148.33333333331,23.68474436267673,0,121.59752067545584,486772736
2024-03-16 13:39:45,195304.3333333333,202117.0,23.68474436267673,0,55.38465555555566,486772736
2024-03-16 13:39:56,126697.0,248108.66666666663,23.64893799613817,0,55.38465555555566,486772736
2024-03-16 13:40:07,211510.66666666663,216455.0,23.64893799613817,0,115.47780222404155,476438528
2024-03-16 13:40:18,101624.33333333331,101723.33333333331,23.64893799613817,0,115.47780222404155,476438528
2024-03-16 13:40:29,151488.66666666666,153872.66666666666,23.606811842952155,0,115.47780222404155,476438528
2024-03-16 13:40:40,161028.66666666666,163624.33333333334,23.606811842952155,0,115.47780222404155,476438528
2024-03-16 13:40:51,135653.0,132927.0,23.606811842952155,0,115.47780222404155,476438528
2024-03-16 13:41:02,75193.66666666667,73309.66666666667,23.5631368931414,0,119.26719706424198,470274048
2024-03-16 13:41:13,136267.0,145707.66666666666,23.5631368931414,0,119.26719706424198,470274048
2024-03-16 13:41:24,175891.66666666666,183117.0,23.5631368931414,0,119.26719706424198,470274048
2024-03-16 13:41:35,168192.0,175033.33333333334,23.52732011841936,0,119.26719706424198,470274048
2024-03-16 13:41:46,165373.0,172092.66666666666,23.52732011841936,0,100.08362322656956,470274048
2024-03-16 13:41:57,168952.33333333334,295213.0,23.487128330544472,0,119.10119298986496,460148736
2024-03-16 13:42:09,77827.33333333333,79823.33333333333,23.487128330544472,0,119.10119298986493,460148736
2024-03-16 13:42:20,193124.66666666663,196161.66666666663,23.487128330544472,0,119.10119298986493,460148736
2024-03-16 13:42:31,210933.0,217414.3333333333,23.45298723586828,0,119.10119298986493,460148736
2024-03-16 13:42:42,159650.0,156687.66666666666,23.45298723586828,0,119.10119298986493,460148736
2024-03-16 13:42:53,123753.33333333331,123760.0,23.45298723586828,0,94.25337576570716,460148736
2024-03-16 13:43:04,150428.0,153519.66666666666,23.41765526118202,0,108.21537005163506,458452992
2024-03-16 13:43:15,108353.66666666669,108045.33333333331,23.41765526118202,0,108.21537005163506,458452992
2024-03-16 13:43:26,153638.33333333334,276019.3333333333,23.38895920030889,0,108.21537005163506,458452992
2024-03-16 13:43:37,151832.66666666666,149589.0,23.38895920030889,0,108.21537005163506,458452992
2024-03-16 13:43:48,74991.66666666667,75090.33333333333,23.38895920030889,0,108.21537005163506,458452992
2024-03-16 13:43:59,67683.33333333333,186665.66666666663,23.351740631904075,0,101.96233278781844,458035200
2024-03-16 13:44:10,137660.66666666666,139366.0,23.351740631904075,0,101.96233278781844,458035200
2024-03-16 13:44:21,264323.6666666667,275188.6666666667,23.351740631904075,0,101.96233278781844,458035200
2024-03-16 13:44:32,184283.66666666663,188004.66666666663,23.322658830595,0,101.96233278781844,458035200
2024-03-16 13:44:43,96373.66666666669,99498.33333333331,23.322658830595,0,81.5591035395716,458035200
2024-03-16 13:44:54,152275.0,152507.66666666666,23.322658830595,0,70.79320060179501,458035200
2024-03-16 13:45:05,126499.66666666669,131195.33333333334,23.29061387327871,0,95.17217851592852,458162176
2024-03-16 13:45:16,178098.66666666666,182552.0,23.29061387327871,0,95.17217851592854,458162176
2024-03-16 13:45:27,97597.66666666669,219056.66666666663,23.26279975119042,0,95.17217851592852,458162176
2024-03-16 13:45:38,157457.33333333334,163239.0,23.26279975119042,0,95.17217851592852,458162176
2024-03-16 13:45:50,118403.33333333331,120953.33333333331,23.26279975119042,0,93.23889541073991,458162176
2024-03-16 13:46:01,101187.66666666669,105740.66666666669,23.225349620350904,0,92.82518993237916,458797056
2024-03-16 13:46:12,124695.33333333331,127639.66666666669,23.225349620350904,0,92.82518993237916,458797056
2024-03-16 13:46:23,122171.66666666669,126499.66666666669,23.225349620350904,0,92.82518993237916,458797056
2024-03-16 13:46:34,123093.33333333331,130593.66666666669,23.19621637853373,0,92.82518993237916,458797056
2024-03-16 13:46:45,58131.66666666666,57950.66666666666,23.19621637853373,0,52.5323555555556,458797056
2024-03-16 13:46:56,40515.66666666666,37484.66666666666,23.19621637853373,0,52.5323555555556,458797056
2024-03-16 13:47:07,139289.66666666666,139166.0,23.161443922527504,0,96.61608259207662,458649600
2024-03-16 13:47:18,99664.66666666669,101181.0,23.161443922527504,0,96.61608259207662,458649600
2024-03-16 13:47:29,127664.33333333331,248399.0,23.13499774789267,0,96.61608259207662,458649600
2024-03-16 13:47:40,282055.6666666667,142231.66666666666,23.13499774789267,0,96.61608259207662,458649600
2024-03-16 13:47:51,79049.66666666667,83523.33333333333,23.13499774789267,0,75.8946166561482,458649600
2024-03-16 13:48:02,91094.33333333331,90352.66666666669,23.10922788203753,0,89.40570041988691,458760192
2024-03-16 13:48:13,75500.0,77332.0,23.10922788203753,0,89.40570041988691,458760192
2024-03-16 13:48:24,39092.333333333336,37983.0,23.10922788203753,0,89.40570041988691,458760192
2024-03-16 13:48:35,54929.0,58423.333333333336,23.07858445040214,0,89.40570041988691,458760192
2024-03-16 13:48:46,117835.66666666669,123080.0,23.07858445040214,0,80.04363127544116,458760192
2024-03-16 13:48:57,97001.33333333331,219021.3333333333,23.05114209115281,0,83.38263400361078,459137024
2024-03-16 13:49:08,78768.0,82163.33333333333,23.05114209115281,0,83.38263400361076,459137024
2024-03-16 13:49:19,44649.333333333336,46559.66666666666,23.05114209115281,0,83.38263400361076,459137024
2024-03-16 13:49:30,97014.33333333331,96194.33333333331,23.02667560321716,0,83.38263400361078,459137024
2024-03-16 13:49:41,218799.66666666663,219908.66666666663,23.02667560321716,0,83.38263400361078,459137024
2024-03-16 13:49:53,117010.33333333331,118599.0,23.02667560321716,0,87.47324767973379,459137024
2024-03-16 13:50:04,112131.33333333331,115842.66666666669,22.99811268149356,0,83.40102194970213,458694656
2024-03-16 13:50:15,428.6666666666667,1980.6666666666667,22.99811268149356,0,83.40102194970213,458694656
2024-03-16 13:50:26,110013.33333333331,114694.33333333331,22.973164689986486,0,83.40102194970213,458694656
2024-03-16 13:50:37,142582.33333333334,147919.33333333334,22.973164689986486,0,83.40102194970213,458694656
2024-03-16 13:50:48,153331.33333333334,157443.66666666666,22.973164689986486,0,83.40102194970213,458694656
2024-03-16 13:50:59,140167.33333333334,268968.0,22.943712870225404,0,80.914798512301,458768384
2024-03-16 13:51:10,84382.0,83632.66666666667,22.943712870225404,0,80.91479851230102,458768384
2024-03-16 13:51:21,42166.66666666666,45063.333333333336,22.943712870225404,0,80.91479851230102,458768384
2024-03-16 13:51:32,41412.0,38150.333333333336,22.9193600274519,0,80.91479851230102,458768384
2024-03-16 13:51:43,93155.0,97517.66666666669,22.9193600274519,0,80.91479851230102,458768384
2024-03-16 13:51:54,132715.0,132247.0,22.9193600274519,0,82.49988791032874,458768384
2024-03-16 13:52:05,70255.66666666667,69314.33333333333,22.89207969631329,0,78.62265633225635,460951552
2024-03-16 13:52:16,133290.0,136060.33333333334,22.89207969631329,0,78.62265633225635,460951552
2024-03-16 13:52:27,96320.66666666669,213939.3333333333,22.86067920562752,0,78.62265633225635,460951552
2024-03-16 13:52:38,45064.0,44691.0,22.86067920562752,0,78.62265633225635,460951552
2024-03-16 13:52:49,46499.333333333336,46848.333333333336,22.86067920562752,0,74.65462709558996,460951552
2024-03-16 13:53:00,84206.33333333333,85220.66666666667,22.83785493694776,0,81.33798567524407,461053952
2024-03-16 13:53:11,65477.0,67260.0,22.83785493694776,0,81.33798567524407,461053952
2024-03-16 13:53:22,2006.0,2396.0,22.83785493694776,1,81.33798567524407,461053952
2024-03-16 13:53:34,684.3333333333334,8436.0,22.83785493694776,1,81.33798567524407,461053952
2024-03-16 13:53:45,49.333333333333336,0.0,0.0,1,81.33798567524407,461053952
2024-03-16 13:53:56,312.6666666666667,207.33333333333331,0.0,1,70.35091845124371,461053952
2024-03-16 13:54:07,280.3333333333333,107.33333333333331,0.0,1,65.73171446068618,461099008
2024-03-16 13:54:18,327.0,306.3333333333333,0.0,1,65.73171446068618,461099008
2024-03-16 13:54:29,491.3333333333333,10864.666666666666,0.0,1,65.73171446068618,461099008
2024-03-16 13:54:40,110.0,549.0,0.0,1,65.73171446068618,461099008
2024-03-16 13:54:51,234.66666666666663,235.66666666666663,0.0,1,51.52188720500376,461099008
2024-03-16 13:55:02,163.66666666666666,24.666666666666668,0.0,1,20.17341160331137,460500992
2024-03-16 13:55:13,1014.3333333333334,728.3333333333334,0.0,1,20.17341160331137,460500992
2024-03-16 13:55:24,925.0,1671.3333333333333,0.0,1,20.17341160331137,460500992
2024-03-16 13:55:35,535.0,343.0,0.0,1,20.17341160331137,460500992
2024-03-16 13:55:46,232.33333333333331,692.0,0.0,1,20.17341160331137,460500992
2024-03-16 13:55:57,549.3333333333334,7318.0,0.0,1,3.627539260960668,460419072
2024-03-16 13:56:08,269.3333333333333,1033.0,0.0,1,3.627539260960668,460419072
2024-03-16 13:56:19,155.33333333333334,114.0,0.0,1,3.627539260960667,460419072
2024-03-16 13:56:30,26.0,488.0,0.0,1,3.627539260960667,460419072
2024-03-16 13:56:41,128.33333333333334,26.0,0.0,1,3.627539260960667,460419072
2024-03-16 13:56:53,326.0,969.0,0.0,1,1.544800000000477,460419072
2024-03-16 13:57:04,457.6666666666667,311.0,0.0,1,3.18604631954536,460476416
2024-03-16 13:57:15,302.3333333333333,245.33333333333331,0.0,1,3.186046319545361,460476416
2024-03-16 13:57:26,456.6666666666667,44.0,0.0,1,3.18604631954536,460476416
2024-03-16 13:57:37,392.0,7808.0,0.0,1,3.18604631954536,460476416
2024-03-16 13:57:48,46.66666666666666,0.0,0.0,1,3.18604631954536,460476416
2024-03-16 13:57:59,546.6666666666666,9048.666666666666,0.0,1,3.324022432203923,460533760
2024-03-16 13:58:10,246.33333333333331,162.0,0.0,1,3.324022432203923,460533760
2024-03-16 13:58:21,172.33333333333334,91.66666666666669,0.0,1,3.324022432203923,460533760
2024-03-16 13:58:32,1033.6666666666667,23459.0,0.0,1,3.324022432203923,460533760
2024-03-16 13:58:43,168.66666666666666,35.333333333333336,0.0,1,3.324022432203923,460533760
2024-03-16 13:58:54,224.33333333333331,144.0,0.0,1,3.162477894164597,460533760
2024-03-16 13:59:05,335.0,282.3333333333333,0.0,1,5.970916132769086,462594048
2024-03-16 13:59:16,72.33333333333333,41.333333333333336,0.0,1,5.970916132769086,462594048
2024-03-16 13:59:27,502.0,7128.666666666667,0.0,1,5.970916132769086,462594048
2024-03-16 13:59:38,168.33333333333334,130.66666666666666,0.0,1,5.970916132769086,462594048
2024-03-16 13:59:49,49.333333333333336,0.0,0.0,1,4.814880425952406,462594048
2024-03-16 14:00:00,177.66666666666666,1919.3333333333333,0.0,1,5.931579966260112,462344192
2024-03-16 14:00:11,150.33333333333334,63.333333333333336,0.0,1,5.931579966260112,462344192
2024-03-16 14:00:22,153.0,41.333333333333336,0.0,1,5.931579966260112,462344192
2024-03-16 14:00:33,304.3333333333333,2503.333333333333,0.0,1,5.931579966260112,462344192
2024-03-16 14:00:44,274.6666666666667,647.0,0.0,1,4.816418217686686,462344192
2024-03-16 14:00:56,1138.3333333333333,7682.666666666667,0.0,1,2.263385094560764,462344192
2024-03-16 14:01:07,90.66666666666669,0.0,0.0,1,3.386652492322215,462163968
2024-03-16 14:01:18,169623.66666666666,4466.666666666667,0.0,1,3.386652492322215,462163968
2024-03-16 14:01:29,411.6666666666667,2050.0,0.0,1,3.386652492322215,462163968
2024-03-16 14:01:40,460.3333333333333,0.0,0.0,1,3.386652492322215,462163968
2024-03-16 14:01:51,24.666666666666668,0.0,0.0,1,3.7099397547464776,462163968
2024-03-16 14:02:02,1203.0,12035.333333333334,0.0,1,3.6388961955092127,462159872
2024-03-16 14:02:13,24.666666666666668,0.0,0.0,1,3.6388961955092127,462159872
2024-03-16 14:02:24,343.3333333333333,166.0,0.0,1,3.638896195509212,462159872
2024-03-16 14:02:35,355.6666666666667,24.666666666666668,0.0,1,3.6388961955092127,462159872
2024-03-16 14:02:46,227.0,146.66666666666666,0.0,1,2.7580921988509424,462159872
2024-03-16 14:02:57,148499.33333333334,19886.0,0.0,1,3.931582874340942,462168064
2024-03-16 14:03:08,44.0,26.0,0.0,1,3.931582874340941,462168064
2024-03-16 14:03:19,173872.33333333334,25321.666666666668,0.0,1,3.931582874340941,462168064
2024-03-16 14:03:30,71845.66666666667,75173.33333333333,22.824761945612074,1,3.931582874340941,462168064
2024-03-16 14:03:41,130020.0,136129.0,22.824761945612074,0,3.931582874340941,462168064
2024-03-16 14:03:52,3161.6666666666665,4116.666666666667,22.824761945612074,0,3.931582874340941,462168064
2024-03-16 14:04:03,397.0,370.3333333333333,22.80968924917969,0,25.37756543813026,462012416
2024-03-16 14:04:14,98002.66666666669,97152.66666666669,22.80968924917969,0,25.37756543813026,462012416
2024-03-16 14:04:25,27359.666666666668,29351.666666666668,22.80968924917969,0,25.37756543813026,462012416
2024-03-16 14:04:36,86507.66666666667,84063.0,22.79370134465676,0,25.37756543813026,462012416
2024-03-16 14:04:47,130482.66666666669,138943.66666666666,22.79370134465676,0,25.37756543813026,462012416
2024-03-16 14:04:58,109695.0,253045.66666666663,22.76806279354049,0,60.7132465073883,469647360
2024-03-16 14:05:09,108451.33333333331,112860.33333333331,22.76806279354049,0,60.7132465073883,469647360
2024-03-16 14:05:20,99751.0,99924.33333333331,22.76806279354049,0,60.7132465073883,469647360
2024-03-16 14:05:32,94412.66666666669,93360.66666666669,22.740976645435246,0,60.7132465073883,469647360
2024-03-16 14:05:43,69667.33333333333,66950.0,22.740976645435246,0,60.7132465073883,469647360
2024-03-16 14:05:54,91939.0,90895.33333333331,22.740976645435246,0,44.679099999999984,469647360
2024-03-16 14:06:05,54795.333333333336,57992.333333333336,22.71733256128161,0,82.570271461308,469553152
2024-03-16 14:06:16,86924.66666666667,86505.33333333333,22.71733256128161,0,82.57027146130801,469553152
2024-03-16 14:06:27,90895.66666666669,234089.0,22.69405841858071,0,82.570271461308,469553152
2024-03-16 14:06:38,64536.0,63765.66666666666,22.69405841858071,0,82.57027146130801,469553152
2024-03-16 14:06:49,16648.333333333332,15076.0,22.69405841858071,0,82.57027146130801,469553152
2024-03-16 14:07:00,17491.0,17102.333333333332,22.66888631538313,0,77.57671726371152,469889024
2024-03-16 14:07:11,33325.666666666664,33647.666666666664,22.66888631538313,0,77.57671726371152,469889024
2024-03-16 14:07:22,96325.0,93791.0,22.66888631538313,0,77.57671726371152,469889024
2024-03-16 14:07:33,112592.33333333331,112082.0,22.65026056745802,0,77.57671726371152,469889024
2024-03-16 14:07:44,43457.66666666666,41623.66666666666,22.65026056745802,0,77.57671726371152,469889024
2024-03-16 14:07:55,55849.333333333336,57367.66666666666,22.65026056745802,0,67.30164783651868,469889024
2024-03-16 14:08:06,91587.0,94908.0,22.627881543113244,0,67.25330629379452,469716992
2024-03-16 14:08:17,77107.0,72873.66666666667,22.627881543113244,0,67.25330629379452,469716992
2024-03-16 14:08:28,48224.0,190461.3333333333,22.60568016124882,0,67.25330629379452,469716992
2024-03-16 14:08:39,114297.33333333331,118899.66666666669,22.60568016124882,0,67.25330629379452,469716992
2024-03-16 14:08:50,64498.66666666666,67003.0,22.60568016124882,0,67.20562095396393,469716992
2024-03-16 14:09:02,70234.0,69910.33333333333,22.58411776057636,0,66.1108732876712,469749760
2024-03-16 14:09:13,55484.66666666666,56001.333333333336,22.58411776057636,0,66.11087328767118,469749760
2024-03-16 14:09:24,65776.33333333333,68259.66666666667,22.58411776057636,0,66.11087328767118,469749760
2024-03-16 14:09:35,58493.66666666666,55476.333333333336,22.565274025472785,0,66.11087328767118,469749760
2024-03-16 14:09:46,74424.66666666667,72875.33333333333,22.565274025472785,0,52.22501891885461,469749760
2024-03-16 14:09:57,96602.0,243602.3333333333,22.543435610446416,0,66.30907301066452,470110208
2024-03-16 14:10:08,91621.66666666669,93603.66666666669,22.543435610446416,0,66.30907301066452,470110208
2024-03-16 14:10:19,76459.0,76821.0,22.543435610446416,0,66.30907301066452,470110208
2024-03-16 14:10:30,37594.0,36005.333333333336,22.522160041168146,0,66.30907301066452,470110208
2024-03-16 14:10:41,97640.33333333331,98316.66666666669,22.522160041168146,0,66.30907301066452,470110208
2024-03-16 14:10:52,34461.333333333336,34524.666666666664,22.522160041168146,0,66.30907301066452,470110208
2024-03-16 14:11:03,93300.0,94469.0,22.49927634118101,0,65.56534380965061,469901312
2024-03-16 14:11:14,119470.33333333331,120914.33333333331,22.49927634118101,0,65.56534380965061,469901312
2024-03-16 14:11:25,103255.66666666669,107574.0,22.49927634118101,0,65.56534380965061,469901312
2024-03-16 14:11:37,111787.0,119346.33333333331,22.478022684877462,0,65.56534380965061,469901312
2024-03-16 14:11:48,117791.0,120859.0,22.478022684877462,0,49.81505483716813,469901312
2024-03-16 14:11:59,108351.66666666669,106504.66666666669,22.45810463121784,0,66.91224501381323,469966848
2024-03-16 14:12:10,51422.66666666666,49559.0,22.45810463121784,0,66.91224501381323,469966848
2024-03-16 14:12:22,94258.33333333331,98084.0,22.45810463121784,0,66.91224501381323,469966848
2024-03-16 14:12:33,451.0,2821.0,22.438647084048025,0,66.91224501381322,469966848
2024-03-16 14:12:44,115392.0,117628.0,22.438647084048025,0,53.84168141975388,469966848
2024-03-16 14:12:55,67622.66666666667,71032.0,22.438647084048025,0,49.75185631063179,469966848
2024-03-16 14:13:06,112503.33333333331,116270.33333333331,22.414075900514582,0,64.9624438964684,470028288
2024-03-16 14:13:17,84405.66666666667,89123.33333333333,22.414075900514582,0,64.9624438964684,470028288
2024-03-16 14:13:28,93410.33333333331,235088.0,22.390276586620928,0,64.9624438964684,470028288
2024-03-16 14:13:39,20721.666666666668,21620.666666666668,22.390276586620928,0,64.9624438964684,470028288
2024-03-16 14:13:50,86137.33333333333,88886.33333333333,22.390276586620928,0,64.9624438964684,470028288
2024-03-16 14:14:01,72778.0,77454.66666666667,22.3667345626072,0,69.09716986914295,470114304
2024-03-16 14:14:12,53664.0,55999.66666666666,22.3667345626072,0,69.09716986914295,470114304
2024-03-16 14:14:23,147920.33333333334,153238.66666666666,22.3667345626072,0,69.09716986914295,470114304
2024-03-16 14:14:34,50024.66666666666,48079.333333333336,22.341134219554025,0,69.09716986914295,470114304
2024-03-16 14:14:45,111723.66666666669,114593.66666666669,22.341134219554025,0,78.1270456704187,470114304
2024-03-16 14:14:56,55513.333333333336,197795.66666666663,22.322512864493994,0,78.1270456704187,470114304
2024-03-16 14:15:07,101015.0,103842.0,22.322512864493994,0,72.70450637803124,470192128
2024-03-16 14:15:18,79306.0,77278.33333333333,22.322512864493994,0,72.70450637803124,470192128
2024-03-16 14:15:29,112430.33333333331,114160.33333333331,22.30218696397942,0,72.70450637803124,470192128
2024-03-16 14:15:40,66340.0,69674.0,22.30218696397942,0,72.70450637803124,470192128
2024-03-16 14:15:51,43107.0,43076.333333333336,22.30218696397942,0,66.69174853669945,470192128
2024-03-16 14:16:02,26223.0,25644.666666666668,22.282851997169868,0,65.34600122100153,471056384
2024-03-16 14:16:13,106299.66666666669,105122.33333333331,22.282851997169868,0,65.34600122100153,471056384
2024-03-16 14:16:24,58515.0,59091.0,22.282851997169868,0,65.34600122100153,471056384
